split,fold,epoch,train_loss,eval_loss,train_precision,train_accuracy,train_recall,train_f1,eval_precision,eval_accuracy,eval_recall,eval_f1,epoch_time_seconds,accumulated_time_seconds
test,0,1,0.3548754431469909,0.10058599192412562,0.8441987656809891,0.8189987163029525,0.8032734469634895,0.8086090969879269,0.968528046576457,0.9685695958948044,0.9678572142086546,0.968182308528854,111.54776983900229,111.54778861199156
test,0,2,0.11972776583045606,0.1535975198578651,0.9639878553784003,0.9637355584082157,0.9626227540006753,0.9632640980080329,0.9631345111308274,0.9602309172546504,0.957127968460729,0.959531178300961,111.47060685600445,223.020784635999
test,0,3,0.07027186606505549,0.15782166371806605,0.9801162288024485,0.9802631578947368,0.9799484131329187,0.9800316680526617,0.9675764948383936,0.9640795381654907,0.9607432306442376,0.9634221551868611,111.47866220099968,334.5018094859988
test,0,4,0.04395050378035113,0.18735019474112888,0.9890969563227369,0.9889281129653402,0.9885053154288552,0.9887935095299656,0.9629846215099787,0.9640795381654907,0.9646356934510729,0.9637302083194852,111.5048285429948,446.0088144719921
test,0,5,0.029136784670609067,0.21228879877898396,0.9935012716195124,0.993421052631579,0.9931889312227544,0.993342955675885,0.9634375519707301,0.9640795381654907,0.9639406108069951,0.9636825308081161,111.48093424900435,557.4918817259895
test,0,6,0.016525389370740128,0.2288620274010962,0.9962496999759981,0.9963093709884467,0.9962840807383019,0.9962668638142617,0.9683968253968254,0.967928159076331,0.9667217738176104,0.9674997081436267,111.4959306630044,668.9898872839985
test,0,7,0.00673464095857041,0.24069264323208386,0.9983425860387014,0.998395378690629,0.9984115337216483,0.9983769534896125,0.9696473370244207,0.9685695958948044,0.9668840985069458,0.9681157484603811,111.51781081000809,780.5100294799922
test,0,8,0.006072445850447538,0.2326971364418592,0.9984542597526815,0.9985558408215661,0.9986258886352515,0.9985394093467022,0.9711396011396012,0.9698524695317511,0.9680428470585102,0.9694075954736618,111.58116025698837,892.0932107080007
test,0,9,0.003868830480425414,0.2122126415276612,0.999026104625826,0.9990372272143774,0.999026104625826,0.999026104625826,0.9676669060782709,0.9672867222578576,0.9661423995418281,0.966854635886238,111.49077237700112,1003.5861178329942
test,0,10,0.003012515410604341,0.22508960653567175,0.9991711836946955,0.9991976893453145,0.9992057668608241,0.9991884486552742,0.9703124221436046,0.9711353431686979,0.9714258600711232,0.9708357912249217,111.48062264300825,1115.068825572991
