split,fold,epoch,train_loss,eval_loss,train_precision,train_accuracy,train_recall,train_f1,eval_precision,eval_accuracy,eval_recall,eval_f1,epoch_time_seconds,accumulated_time_seconds
test,0,1,0.8152102510134379,0.7850081920623779,0.5172413793103449,0.06666666666666667,0.5172413793103449,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.5,0.0625,1.573481116000039,1.5735006519971648
test,0,2,0.7733834187189738,0.699100136756897,0.5175438596491229,0.08333333333333333,0.5258620689655172,0.08307863295359821,0.5384615384615384,0.2,0.5714285714285714,0.19642857142857142,1.3335017299978063,2.907288795999193
test,0,3,0.6685380498568217,0.6066968441009521,0.475,0.6333333333333333,0.3275862068965517,0.3877551020408163,0.4666666666666667,0.9333333333333333,0.5,0.4827586206896552,1.334598030000052,4.242159209999954
test,0,4,0.5518072843551636,0.48838627338409424,0.48333333333333334,0.9666666666666667,0.5,0.4915254237288136,0.4666666666666667,0.9333333333333333,0.5,0.4827586206896552,1.343010509001033,5.585759508998308
test,0,5,0.4381164610385895,0.36962834000587463,0.48333333333333334,0.9666666666666667,0.5,0.4915254237288136,0.4666666666666667,0.9333333333333333,0.5,0.4827586206896552,1.3288215749998926,6.914837570999225
test,0,6,0.30704986651738486,0.26218491792678833,0.48333333333333334,0.9666666666666667,0.5,0.4915254237288136,0.4666666666666667,0.9333333333333333,0.5,0.4827586206896552,1.337249210999289,8.252353473995754
test,0,7,0.20452405114968616,0.2356909066438675,0.48333333333333334,0.9666666666666667,0.5,0.4915254237288136,0.4666666666666667,0.9333333333333333,0.5,0.4827586206896552,1.3367491440003505,9.589359981000598
test,0,8,0.14825101792812348,0.24633125960826874,0.48333333333333334,0.9666666666666667,0.5,0.4915254237288136,0.4666666666666667,0.9333333333333333,0.5,0.4827586206896552,1.330823619995499,10.920742174996121
test,0,9,0.13474678248167038,0.25850236415863037,0.48333333333333334,0.9666666666666667,0.5,0.4915254237288136,0.4666666666666667,0.9333333333333333,0.5,0.4827586206896552,1.333378849994915,12.254382828999951
test,0,10,0.14591460824012756,0.2639232575893402,0.48333333333333334,0.9666666666666667,0.5,0.4915254237288136,0.4666666666666667,0.9333333333333333,0.5,0.4827586206896552,1.3308747910050442,13.585497927000688
