split,fold,epoch,batch,batch_size,batch_time_seconds,epoch_accumulated_time_seconds,total_accumulated_time_seconds,loss,precision,accuracy,recall,f1,learning_rate,difficulty_mean,difficulty_min,difficulty_max,difficulty_labels
test,0,1,1,32,0.7782829379993927,0.834778016999735,0.8353621139995084,0.7238093614578247,0.7,0.4375,0.55,0.37662337662337664,1.3245033112582784e-07,0.0,0.0,0.0,easy
test,0,1,2,32,0.5258035570004722,1.3822293379998882,1.3828134589994079,0.6911992430686951,0.48333333333333334,0.46875,0.49607843137254903,0.36374269005847953,2.649006622516557e-07,0.0,0.0,0.0,easy
test,0,1,3,32,0.52913548000015,1.9118502869996519,1.9124344199999541,0.7092152833938599,0.7833333333333333,0.59375,0.5666666666666667,0.4793491864831039,3.973509933774835e-07,0.0,0.0,0.0,easy
test,0,1,4,32,0.5302315799999633,2.442620712000462,2.4432048489998124,0.6688476800918579,0.5666666666666667,0.625,0.5166666666666666,0.4514285714285714,5.298013245033113e-07,0.0,0.0,0.0,easy
test,0,1,5,32,0.5290342089992919,2.972212261000095,2.972796379999636,0.6986525058746338,0.27419354838709675,0.53125,0.4722222222222222,0.3469387755102041,6.622516556291392e-07,0.0,0.0,0.0,easy
test,0,1,6,32,0.5304484320004121,3.5032718069996918,3.503855917999317,0.6937369108200073,0.25806451612903225,0.5,0.47058823529411764,0.3333333333333333,7.94701986754967e-07,0.0,0.0,0.0,easy
test,0,1,7,32,0.5305666289996225,4.034371147000456,4.034955311999511,0.6724097728729248,0.55,0.59375,0.5121457489878543,0.4340136054421769,9.271523178807948e-07,0.0,0.0,0.0,easy
test,0,1,8,32,0.5304559839996728,4.5654030340001555,4.565987138999844,0.7117009162902832,0.7142857142857143,0.5,0.6,0.4666666666666667,1.0596026490066227e-06,0.0,0.0,0.0,easy
test,0,1,9,32,0.5290259799994601,5.094950327999868,5.0955344249996415,0.7266005277633667,0.1724137931034483,0.3125,0.38461538461538464,0.23809523809523808,1.1920529801324504e-06,0.0,0.0,0.0,easy
test,0,1,10,32,0.5312048900004811,5.626710579999781,5.627294701999745,0.6844884157180786,0.25862068965517243,0.46875,0.4166666666666667,0.3191489361702128,1.3245033112582784e-06,0.0,0.0,0.0,easy
test,0,1,11,32,0.5299392420001823,6.157167387999834,6.157751576999544,0.6849371790885925,0.296875,0.59375,0.5,0.37254901960784315,1.456953642384106e-06,0.0,0.0,0.0,easy
test,0,1,12,32,0.5305367399996612,6.688326131999929,6.68891026899928,0.6757200360298157,0.5833333333333333,0.65625,0.5216450216450216,0.46907993966817496,1.589403973509934e-06,0.0,0.0,0.0,easy
test,0,1,13,32,0.5306102949998603,7.219456795000042,7.220040896999308,0.6948953866958618,0.27586206896551724,0.5,0.42105263157894735,0.3333333333333333,1.7218543046357616e-06,0.0,0.0,0.0,easy
test,0,1,14,32,0.5313098999995418,7.751244209999641,7.7518283179997525,0.713308572769165,0.6407407407407407,0.53125,0.5753968253968254,0.4909862142099682,1.8543046357615895e-06,0.0,0.0,0.0,easy
test,0,1,15,32,0.5300442879997718,8.281714869999632,8.282299014999808,0.7131378650665283,0.24193548387096775,0.46875,0.46875,0.3191489361702128,1.9867549668874175e-06,0.0,0.0,0.0,easy
test,0,1,16,32,0.5313259710001148,8.81364205600039,8.814226204000079,0.7701601982116699,0.43678160919540227,0.25,0.4685714285714285,0.23809523809523808,2.1192052980132454e-06,0.0,0.0,0.0,easy
test,0,1,17,32,0.5308391210000991,9.344936565000353,9.345520653999301,0.6643744111061096,0.2903225806451613,0.5625,0.47368421052631576,0.36,2.2516556291390733e-06,0.0,0.0,0.0,easy
test,0,1,18,32,0.5296049349999521,9.875085917999968,9.875669958999424,0.7006064653396606,0.28125,0.5625,0.5,0.36,2.384105960264901e-06,0.0,0.0,0.0,easy
test,0,1,19,32,0.5318813980002233,10.407567438000115,10.408151597999677,0.6824473738670349,0.5333333333333333,0.5625,0.5079365079365079,0.4166666666666667,2.516556291390729e-06,0.0,0.0,0.0,easy
test,0,1,20,32,0.5310609079997448,10.939188031000413,10.939772187999552,0.7132872343063354,0.5919540229885057,0.53125,0.53125,0.43859649122807015,2.6490066225165567e-06,0.0,0.0,0.0,easy
test,0,1,21,32,0.5302812099998846,11.470037262000005,11.470621423999546,0.7361435294151306,0.45,0.40625,0.48785425101214575,0.3266888150609081,2.7814569536423843e-06,0.0,0.0,0.0,easy
test,0,1,22,32,0.5313921619999746,12.001917120999678,12.002501270999346,0.6732324361801147,0.8064516129032258,0.625,0.5384615384615384,0.4514285714285714,2.913907284768212e-06,0.0,0.0,0.0,easy
test,0,1,23,32,0.5309261479997076,12.533397563000108,12.533981651999966,0.7245603799819946,0.5222222222222221,0.46875,0.5119047619047619,0.4231177094379639,3.04635761589404e-06,0.0,0.0,0.0,easy
test,0,1,24,32,0.5311178580004707,13.065023690999624,13.06560785199963,0.645427942276001,0.49425287356321834,0.625,0.49783549783549785,0.4514285714285714,3.178807947019868e-06,0.0,0.0,0.0,easy
test,0,1,25,32,0.5310668719994283,13.59666990400001,13.597253965999698,0.693514347076416,0.7741935483870968,0.5625,0.5333333333333333,0.4166666666666667,3.311258278145696e-06,0.0,0.0,0.0,easy
test,0,1,26,32,0.5320325809998394,14.129136143000324,14.129720203999568,0.6603527069091797,0.6,0.6875,0.5272727272727273,0.48717948717948717,3.443708609271523e-06,0.0,0.0,0.0,easy
test,0,1,27,32,0.530598524999732,14.660233649000475,14.660817731999487,0.7062088251113892,0.234375,0.46875,0.5,0.3191489361702128,3.576158940397351e-06,0.0,0.0,0.0,easy
test,0,1,28,32,0.5301964480004244,15.190834273000291,15.191418372999578,0.7293601036071777,0.1935483870967742,0.375,0.46153846153846156,0.2727272727272727,3.708609271523179e-06,0.0,0.0,0.0,easy
test,0,1,29,32,0.5314400760007629,15.722808976000124,15.723393081999347,0.7174499034881592,0.23333333333333334,0.4375,0.4375,0.30434782608695654,3.841059602649007e-06,0.0,0.0,0.0,easy
test,0,1,30,32,0.5308150230002866,16.25410772000032,16.25469173900001,0.7243866920471191,0.3851851851851852,0.375,0.43724696356275305,0.3333333333333333,3.973509933774835e-06,0.0,0.0,0.0,easy
test,0,1,31,32,0.5308888199997455,16.785512600999937,16.78609692899954,0.7166401743888855,0.5402298850574713,0.4375,0.51417004048583,0.37662337662337664,4.105960264900663e-06,0.0,0.0,0.0,easy
