split,fold,epoch,batch,batch_size,batch_time_seconds,epoch_accumulated_time_seconds,total_accumulated_time_seconds,loss,precision,accuracy,recall,f1,learning_rate,difficulty_mean,difficulty_min,difficulty_max,difficulty_labels
test,0,1,1,32,0.7714504270043108,0.8353861479990883,0.8359606739977608,0.721900224685669,0.6935483870967742,0.40625,0.525,0.3266888150609081,8e-08,1.09375,0.0,2.0,medium|hard|easy
test,0,1,2,32,0.5261480029948871,1.3831467700001667,1.3837210839992622,0.7151930928230286,0.24193548387096775,0.46875,0.46875,0.3191489361702128,1.6e-07,0.875,0.0,2.0,easy|hard|medium
test,0,1,3,32,0.5276712729973951,1.9114126280037453,1.9119869919959456,0.7296033501625061,0.24193548387096775,0.46875,0.46875,0.3191489361702128,2.4000000000000003e-07,1.0625,0.0,2.0,hard|easy|medium
test,0,1,4,32,0.5283531949971803,2.4403645570055232,2.440939003994572,0.6940381526947021,0.7419354838709677,0.5,0.5294117647058824,0.3816425120772947,3.2e-07,1.125,0.0,2.0,medium|hard|easy
test,0,1,5,32,0.5284250149998115,2.969314788002521,2.969889236999734,0.7047032117843628,0.28125,0.5625,0.5,0.36,4.0000000000000003e-07,1.21875,0.0,2.0,hard|medium|easy
test,0,1,6,32,0.5276129880003282,3.49754314400343,3.4981174569984432,0.7069145441055298,0.25,0.5,0.5,0.3333333333333333,4.800000000000001e-07,0.78125,0.0,2.0,medium|hard|easy
test,0,1,7,32,0.5305383400045685,4.028582823004399,4.029157201999624,0.7147036790847778,0.25,0.46875,0.4411764705882353,0.3191489361702128,5.6e-07,0.78125,0.0,2.0,hard|medium|easy
test,0,1,8,32,0.5286705319958855,4.5579941460018745,4.558568527994794,0.7006048560142517,0.265625,0.53125,0.5,0.3469387755102041,6.4e-07,0.90625,0.0,2.0,hard|easy|medium
test,0,1,9,32,0.5283374149948941,5.08691821800312,5.087492474995088,0.692196249961853,0.27419354838709675,0.53125,0.4722222222222222,0.3469387755102041,7.2e-07,0.9375,0.0,2.0,hard|easy|medium
test,0,1,10,32,0.5274810550035909,5.614960211001744,5.615534484000818,0.7180109024047852,0.25806451612903225,0.5,0.47058823529411764,0.3333333333333333,8.000000000000001e-07,1.0,0.0,2.0,medium|easy|hard
test,0,1,11,32,0.5289256179967197,6.144443944998784,6.145018243994855,0.710232138633728,0.21875,0.4375,0.5,0.30434782608695654,8.8e-07,0.9375,0.0,2.0,easy|hard|medium
test,0,1,12,32,0.5284746519973851,6.673465643005329,6.6740399159971275,0.6555697917938232,0.328125,0.65625,0.5,0.39622641509433965,9.600000000000001e-07,1.03125,0.0,2.0,medium|easy|hard
test,0,1,13,32,0.5297219870044501,7.203806465004163,7.204380725997908,0.6756470203399658,0.5357142857142857,0.5625,0.5158730158730158,0.45893719806763283,1.04e-06,0.96875,0.0,2.0,medium|easy|hard
test,0,1,14,32,0.529092786993715,7.733502549002878,7.734076866996475,0.7155141830444336,0.48333333333333334,0.46875,0.49607843137254903,0.36374269005847953,1.12e-06,0.96875,0.0,2.0,hard|medium|easy
test,0,1,15,32,0.5302801220022957,8.2643772740048,8.264951603996451,0.7040392160415649,0.7833333333333333,0.59375,0.5666666666666667,0.4793491864831039,1.2000000000000002e-06,0.71875,0.0,2.0,easy|medium|hard
test,0,1,16,32,0.5303664299935917,8.79526842100313,8.7958427919948,0.718738317489624,0.2413793103448276,0.4375,0.4117647058823529,0.30434782608695654,1.28e-06,0.875,0.0,2.0,hard|medium|easy
test,0,1,17,32,0.5294981490005739,9.325369591002527,9.325943900999846,0.723879337310791,0.20967741935483872,0.40625,0.4642857142857143,0.28888888888888886,1.3600000000000001e-06,1.0625,0.0,2.0,hard|easy|medium
test,0,1,18,32,0.5306693960010307,9.856528951000655,9.857103251000808,0.6861917972564697,0.265625,0.53125,0.5,0.3469387755102041,1.44e-06,0.96875,0.0,2.0,easy|hard|medium
test,0,1,19,32,0.5300337100052275,10.38715751899872,10.38773180199496,0.6468480825424194,0.48214285714285715,0.65625,0.4903381642512077,0.46907993966817496,1.52e-06,1.25,0.0,2.0,medium|hard|easy
test,0,1,20,32,0.529753801994957,10.917432492999069,10.91800685999624,0.7512153387069702,0.15517241379310345,0.28125,0.375,0.21951219512195122,1.6000000000000001e-06,1.0625,0.0,2.0,medium|hard|easy
