split,fold,epoch,train_loss,eval_loss,train_precision,train_accuracy,train_recall,train_f1,eval_precision,eval_accuracy,eval_recall,eval_f1,epoch_time_seconds,accumulated_time_seconds
test,0,1,0.530019554183883,0.33520588128443474,0.693434134902674,0.6975094577553594,0.6900729466876927,0.6911118673804354,0.8737173565138583,0.8757881462799496,0.8774300318417966,0.8748543534937337,112.98301550500037,112.9830357650062
test,0,2,0.291388467724657,0.32655812305730647,0.8902231273247818,0.8904476670870114,0.8873798403712185,0.8886184382223865,0.8882056309960271,0.8902900378310215,0.891758840288252,0.8894034702985534,113.40027576700959,226.3857842580037
test,0,3,0.20155991105571822,0.3084831876306786,0.9333173281101785,0.9331651954602774,0.9311167368541892,0.9321178702787345,0.9027810419114768,0.9016393442622951,0.8976872800402212,0.8997452055860271,113.77266835999035,340.16080375800084
test,0,4,0.14056352401812283,0.3743103709527553,0.9563675967269466,0.9560214375788146,0.9544750839329985,0.9553516750298485,0.8913817663817664,0.89281210592686,0.8913817663817664,0.8913817663817664,113.69684239799972,453.8600352899957
test,0,5,0.09317387758506389,0.4865079660809506,0.9753196792617311,0.974936948297604,0.9738953772906609,0.9745690865006695,0.8972791798107256,0.89281210592686,0.8863960113960114,0.8900809492126858,113.76510348499869,567.6273791940039
test,0,6,0.06638552403825594,0.5435840100764026,0.9826883893930409,0.98218789407314,0.9812420069804864,0.9819264577017337,0.8985066944631481,0.8991172761664565,0.896744595274007,0.8975526649387561,113.74378613498993,681.3734105610056
test,0,7,0.04842001040388911,0.6064371388466632,0.9882071242710713,0.9878625472887768,0.9872102624832084,0.9876900389052207,0.8961284807034684,0.8978562421185372,0.8972264119322944,0.8966406148172106,113.7839641689934,795.1595353650046
test,0,8,0.030659881876846175,0.697391931489016,0.9918109916321007,0.9916456494325346,0.9912620058929322,0.9915307259671011,0.8920789730173386,0.8940731399747793,0.8941260264789677,0.8929563160465894,113.79813671000011,908.9597968849994
test,0,9,0.012290422556959129,0.7632186594706917,0.9968501242887975,0.9966897856242118,0.9964456112155029,0.9966447482101684,0.8882844307173943,0.8902900378310215,0.8921987598458186,0.8894773519163763,113.850842964006,1022.8128146649979
test,0,10,0.011273347495235609,0.7538768204885052,0.9970940785092988,0.9970050441361917,0.9968379363055786,0.996964744261649,0.8908423146009752,0.89281210592686,0.8927015250544663,0.8916536065903155,113.86904762699851,1136.6839446020022
