split,fold,epoch,train_loss,eval_loss,train_precision,train_accuracy,train_recall,train_f1,eval_precision,eval_accuracy,eval_recall,eval_f1,epoch_time_seconds,accumulated_time_seconds
test,0,1,0.4878696048804137,0.3153309348850143,0.7348081400320552,0.7300973150427952,0.7301056144410303,0.7287414331581585,0.888896170140414,0.8860759493670886,0.8860959256986414,0.8858727639158893,151.76351859599527,151.7635367900075
test,0,2,0.2826702799134831,0.35131747815958836,0.8868901006776018,0.8867393598311643,0.8867382035372342,0.8867281095397674,0.8851199765899336,0.8818565400843882,0.8818349741784492,0.8816014844419069,151.95534260600107,303.72212061300525
test,0,3,0.18668150392946598,0.3054256226415093,0.9346215082621573,0.9343416578731387,0.9343401723087481,0.9343309323714086,0.8978453164979908,0.8977965307079231,0.8977991457875794,0.8977938125114296,151.83937746200536,455.5647362739983
test,0,4,0.12425733063103991,0.4907843676730606,0.9617554068604982,0.9616602180794935,0.9616593789934653,0.9616581919848031,0.8941604812326309,0.8940459446788561,0.8940419650754073,0.8940375369724936,151.74832371200318,607.3163142730045
test,0,5,0.08977690439285602,0.5148754421598857,0.977503992222315,0.9774885684136475,0.9774882381793427,0.9774883749984329,0.902360022174705,0.9020159399906236,0.9020091048001533,0.9019938817213402,151.71426392700232,759.0337400060089
test,0,6,0.06933548401355236,0.5374266510096671,0.9831407206916898,0.9831164263102357,0.9831160136720856,0.9831162032627798,0.8978026238744086,0.8977965307079231,0.8977956290629159,0.8977959691089277,151.74319115499384,910.7798684370064
test,0,7,0.038500436633088345,0.6351187251372009,0.9903967932764164,0.9903857427599954,0.9903854676904601,0.9903856844744678,0.8933412698412698,0.8921706516643225,0.892157879837035,0.8920880874786196,151.74620822099678,1062.5290856000065
test,0,8,0.028598097556878657,0.7078563300294534,0.9939060038436477,0.9939031539453629,0.9939030163928657,0.9939031438040287,0.8949915657999798,0.8940459446788561,0.8940344920354978,0.8939804877190514,151.6864513920009,1214.2184789700113
test,0,9,0.0205661187387607,0.6758385596127087,0.9957794886469487,0.995779106577559,0.9957791615070086,0.9957791060553423,0.9025559878017467,0.9024847632442569,0.9024816646767866,0.902479940494089,151.72045847900154,1365.9418030880042
test,0,10,0.010726082592803811,0.6928821474521569,0.9976551958725949,0.997655059209755,0.9976550316837824,0.9976550589196346,0.902484741810867,0.9024847632442569,0.902484741810867,0.902484741810867,151.7029023149953,1517.6475416660105
