split,fold,epoch,train_loss,eval_loss,train_precision,train_accuracy,train_recall,train_f1,eval_precision,eval_accuracy,eval_recall,eval_f1,epoch_time_seconds,accumulated_time_seconds
test,0,1,0.6566347010243384,0.2784695891125497,0.6143560003854122,0.5844793713163065,0.5733978818800247,0.537644360647148,0.9003938832252085,0.899803536345776,0.900765306122449,0.8997973481558682,36.80312169100216,36.8031420680054
test,0,2,0.268684641522134,0.19370105206849297,0.9012624422462712,0.9007858546168959,0.900133348794063,0.9005263056055417,0.923178531701891,0.9233791748526523,0.9234925788497217,0.9233033903216459,36.687767664989224,73.49189961900993
test,0,3,0.16096073456386686,0.2695918873040287,0.946950086335213,0.9464636542239686,0.9459666821273964,0.9463367746787266,0.9133774977608944,0.9135559921414538,0.9138760049474335,0.9134995674205908,36.6947805640084,110.18763682800636
test,0,4,0.09692225405445033,0.28436143345003745,0.9731841732895004,0.9729862475442044,0.9727465986394558,0.9729368322269691,0.9369320303747044,0.9351669941060904,0.934121830550402,0.9349097292458644,36.733243705006316,146.92184898500273
test,0,5,0.06324058132107079,0.2721452605572103,0.9834954836463512,0.9833005893909627,0.9830936920222635,0.9832707411972257,0.9408937787804803,0.9410609037328095,0.9411255411255411,0.9409950848557915,36.71044076498947,183.63320363900857
test,0,6,0.0452123059431907,0.3041480504166635,0.988133327150762,0.9882121807465619,0.9882691713048856,0.9881974207461055,0.9430095886173833,0.9430255402750491,0.9428726035868893,0.9429374403222501,36.70810530500603,220.34224378000363
test,0,7,0.024786333582997103,0.32317483161662086,0.9945722277780193,0.9945972495088409,0.9946080705009277,0.9945899082318377,0.9476262829855189,0.9469548133595285,0.9463667285095856,0.9468160445811806,36.71223662800912,257.0553678970027
test,0,8,0.02109993352270676,0.3155614751261203,0.994097866419295,0.9941060903732809,0.994097866419295,0.994097866419295,0.9448176287099663,0.9449901768172888,0.9453540507111935,0.9449542701767396,36.68881343700923,293.74508319201414
test,0,9,0.011963278293396457,0.3309971778882276,0.9975230807136541,0.9975442043222004,0.9975591372912802,0.9975408673781081,0.9448264672250208,0.9449901768172888,0.9450602968460111,0.9449287458654054,36.680561410001246,330.4265327020112
test,0,10,0.006721799448841528,0.3272804779774548,0.997490578195902,0.9975442043222004,0.997595856524428,0.9975410432015521,0.9448264672250208,0.9449901768172888,0.9450602968460111,0.9449287458654054,36.68430155099486,367.11168911500135
