split,fold,epoch,train_loss,eval_loss,train_precision,train_accuracy,train_recall,train_f1,eval_precision,eval_accuracy,eval_recall,eval_f1,epoch_time_seconds,accumulated_time_seconds
test,0,1,0.3726862438480346,0.14016193572100202,0.8178150783514768,0.7950260730044123,0.7951334222037009,0.7913252222627184,0.9562423090983045,0.9558941459502807,0.955883185166893,0.955884954186861,89.53777769800217,89.53779712299001
test,0,2,0.1145595940568877,0.11226524522867122,0.9693152417361754,0.9693140794223827,0.969314864172343,0.9693140781880432,0.9674781050647967,0.967121090617482,0.9671101370539572,0.9671142385756599,89.51936074100377,179.05918394999753
test,0,3,0.06467021300160052,0.1399722934014193,0.9847579542867348,0.9847573204973927,0.9847579542867348,0.9847573204973927,0.9661643482740855,0.9655172413793104,0.9655024282833271,0.9655044636854724,89.52699327400478,268.58805035699334
test,0,4,0.0340818865980975,0.16822500050955908,0.9929882181211552,0.9929803449659045,0.9929821103467473,0.9929803311299809,0.9727345454171297,0.9727345629510826,0.9727345454171297,0.9727345454171297,89.49322294999729,358.0831190639874
test,0,5,0.021124548204314163,0.16988925155846524,0.9955882776487269,0.99558764540714,0.9955873207675889,0.9955876390176088,0.9752042727478544,0.97514033680834,0.9751358192369428,0.9751393136091631,89.47986509600014,447.56478877599875
test,0,6,0.008379025106400295,0.18334250686368225,0.997392937133148,0.9973926995587645,0.9973925369808263,0.997392696936799,0.9735698005258258,0.9735364875701684,0.9735332551343787,0.9735358748994356,89.4634747789969,537.0300943969924
test,0,7,0.004373042756264813,0.1851841850200211,0.9989974320358357,0.9989971921379863,0.9989970305926988,0.9989971911295381,0.9743857888914615,0.9743384121892542,0.9743345371856608,0.9743376035396409,89.49208717599686,626.5239461179881
test,0,8,0.007210485421500906,0.17909408006447644,0.9985972700990374,0.9985960689931809,0.9985955853899691,0.9985960662259962,0.9759483055774207,0.9759422614274258,0.9759409597892743,0.9759421221864952,89.4813988149981,716.0071207569999
test,0,9,9.689530678712821e-05,0.1885027209751882,1.0,1.0,1.0,1.0,0.9759422459562909,0.9759422614274258,0.9759422459562909,0.9759422459562909,89.47873231199628,805.487626363989
test,0,10,0.0033782325188041044,0.18894597058641927,0.9991983952458499,0.9991977537103891,0.9991974313943021,0.9991977525486562,0.9751409639050088,0.97514033680834,0.9751409639050088,0.97514033680834,89.50162660599744,894.9909432939894
