split,fold,epoch,train_loss,eval_loss,train_precision,train_accuracy,train_recall,train_f1,eval_precision,eval_accuracy,eval_recall,eval_f1,epoch_time_seconds,accumulated_time_seconds
test,0,1,0.496532694287889,0.25472079691113225,0.7405014505889507,0.7201324816654838,0.7189421154478304,0.7133543888061178,0.8975065815027405,0.8954588457899716,0.8957357107372548,0.8953659182800014,151.44201820000308,151.44205087301088
test,0,2,0.2322457409892359,0.28619057916866064,0.9135319521357173,0.913532055831559,0.9135198005773193,0.91352524990348,0.9024317327390199,0.8997161778618732,0.9000326714017821,0.899593146216439,151.3192911700171,302.764581372001
test,0,3,0.14132845337979225,0.321017699638186,0.9574560344072346,0.957416607523066,0.9573872100397769,0.957411115729021,0.9067780278564316,0.9063386944181646,0.9062187551748367,0.906290382233653,151.4162113390048,454.18407796599786
test,0,4,0.08894578973811824,0.38282336356361063,0.9757622287062262,0.9757511237284126,0.9757390881741919,0.9757490060537579,0.9113260175596477,0.9110690633869442,0.9111713816422526,0.9110651629072681,151.38121554799727,605.5683636830072
test,0,5,0.05029848712091719,0.4787321177177094,0.9871255330496372,0.987106695055595,0.9870915882031568,0.9871054521509364,0.9110677251409147,0.9105960264900662,0.9104727507082533,0.9105479677472437,151.27297061900026,756.8443120190059
test,0,6,0.03760796018803648,0.573413663467463,0.9912502935030254,0.9912467471019636,0.9912423747114201,0.9912461121491027,0.910561123806265,0.9101229895931883,0.9102538970716578,0.9101132547031316,151.28731615800643,908.1344638710143
test,0,7,0.018764109671977794,0.648142607942396,0.9959762135907386,0.9959782351549562,0.9959798779528447,0.9959779900192764,0.9121796250492884,0.9115421002838221,0.9116981520518088,0.9115254506614028,151.26626452000346,1059.4035524050123
test,0,8,0.013885710550927006,0.6548184718606792,0.9968070060825116,0.9968062455642299,0.9968050874119778,0.9968060327972903,0.9125022376570835,0.9124881740775781,0.912522545504997,0.9124876845251402,151.2319151069969,1210.6382205040136
test,0,9,0.012341910855107994,0.6676643924588594,0.9975167779525076,0.9975159687721789,0.9975148565408323,0.9975158032867815,0.9117798224941083,0.9115421002838221,0.9116408652103278,0.9115387550245289,151.22598195599858,1361.8669930649921
test,0,10,0.005181455144934975,0.680932587349215,0.9989363216925,0.9989354151880766,0.9989343947985414,0.9989353442657635,0.9135712392929785,0.913434247871334,0.9135116386274431,0.9134332987166776,151.27220366400434,1513.1420240449952
