split,fold,epoch,train_loss,eval_loss,train_precision,train_accuracy,train_recall,train_f1,eval_precision,eval_accuracy,eval_recall,eval_f1,epoch_time_seconds,accumulated_time_seconds
test,0,1,0.7228877764564376,0.6997451782226562,0.514975845410628,0.44144144144144143,0.5038541234977207,0.3580822684451077,0.21428571428571427,0.42857142857142855,0.5,0.3,4.390299281003536,4.390322852996178
test,0,2,0.6721066999005841,0.675477887902941,0.5896598639455782,0.6036036036036037,0.5819312059676751,0.5805925289823959,0.2857142857142857,0.5714285714285714,0.5,0.36363636363636365,4.143952951999381,8.534619206999196
test,0,3,0.6906841096577344,0.663698034627097,0.28603603603603606,0.5720720720720721,0.5,0.3638968481375358,0.2857142857142857,0.5714285714285714,0.5,0.36363636363636365,4.141544491998502,12.676502128997527
test,0,4,0.6609713043178524,0.6347790786198207,0.28603603603603606,0.5720720720720721,0.5,0.3638968481375358,0.2857142857142857,0.5714285714285714,0.5,0.36363636363636365,4.146835936000571,16.8236709759949
test,0,5,0.599088708559672,0.5320373049804142,0.7899543378995434,0.5855855855855856,0.5157894736842106,0.39766426801934646,0.8137254901960784,0.6607142857142857,0.6041666666666666,0.5579559617781471,4.152581996997469,20.976604890995077
test,0,6,0.43384065391781096,0.3987649551459721,0.8871951219512195,0.8333333333333334,0.8052631578947369,0.8155110841587494,0.8372859025032938,0.8392857142857143,0.8333333333333333,0.835024549918167,4.151215831996524,25.128154501995596
test,0,7,0.25665520668566766,0.36119978768484934,0.942056856187291,0.9414414414414415,0.9382096974720264,0.9399488129174556,0.8354838709677419,0.8392857142857143,0.8385416666666667,0.8367346938775511,4.1522001159974025,29.280673727997055
test,0,8,0.14009565101550506,0.39273291400500704,0.9622268041237113,0.963963963963964,0.9645254869457107,0.9632936507936508,0.8354838709677419,0.8392857142857143,0.8385416666666667,0.8367346938775511,4.149819386999297,33.430824595998274
test,0,9,0.0820576782162125,0.399024099111557,0.9884615384615385,0.9864864864864865,0.9842105263157894,0.9861420337501821,0.8741765480895916,0.875,0.8697916666666667,0.8716857610474632,4.167934962999425,37.59908123299829
test,0,10,0.056673536161044695,0.43228725450379507,0.99609375,0.9954954954954955,0.9947368421052631,0.9953937130407718,0.8354838709677419,0.8392857142857143,0.8385416666666667,0.8367346938775511,4.166149434000545,41.7655459269954
